sentence,growth,slow,grown,rate,grew,new,increase,profit,sales,profitability,revenue,margin,ebitda,fast,eps,%,quarter,top,progress,bottom,strong,organic,drivers,high,add,improve,consistency,annual,quarterly,income
 Shares in satellite services company SES are down after the company disclosed CEO Karim Michel Sabbagh was leaving to spend time with his family and to pursue new interests,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Instead, Paramount said it was cobbling together financing from several partners, including Hasbro, Sega and Skydance Media, to fill the 25% of production costs that Huahua was expected to fill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The dispensary is largely complete and upon completion of Phase licensing approval for LMS and final inspection of the dispensary, we expect the facility to open its doors and to commence selling cannabis-based medicines to Maryland patients early in calendar 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" This enhancement broadens Schwab's range of cash solutions for our clients, which provide smart features, competitive yields, and transparency that helps investors make informed decisions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" That as Korea's new government looks to boost government spending, providing potential stimulus which might otherwise have needed to come from the central bank through another rate cut",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The IoT market has not developed as expected and until now we have not had any major break through although we are well positioned in the market and have many good customer relations and prospects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" A year-over-year increase in average selling prices, increased sales volumes due to the acquisition of the Davenport cement assets in July 2015, improved production efficiencies and continued cost reductions all contributed to improved full-year results",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The findings are preliminary, these people said, but offer an avenue for investigators to examine whether missing export submissions were part of a possible effort by the Peoria, Ill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Not only does this integration make their purchase easier while reducing unnecessary hardware acquisition costs, selecting this architecture optimizes mission-critical applications and limits deployment times",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We delivered improving gross margins and substantial rental unit growth in our food waste digester business and continued to forward our plans to establish a HEBioT facility in New York State, said Brian C",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Although sales in the Dairy division were down both in North America and the international market, there were signs of gradual improvement compared with the previous quarter, Bryan Garnier says",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" The UK is increasingly important as the brand is largely mature in most other markets, says the investment bank, which makes double-digit increases to EPS views through mid-2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" FARMING - COST LEVEL REMAINS HIGH Operating profit before fair value adjustment of biomass reported by the Farming segment in Q4 was NOK million, up from NOK million in Q4 2015",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" CMI raises its revenue guidance for the year to growth between 9% and 11%, excluding the impact of its Eaton Cummins Automated Transmission Technologies joint venture announced in April",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" In addition, Taby's municipal tax rate stands significantly below the national and county averages, especially as the municipality recently reduced the tax rate by Swedish krona (SEK) to SEK17",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" House Oversight Committee by the Trump Organization last month came under fire from a ranking Democrat, who criticized the company's explanation of why it couldn't provide details of its handling of foreign profits",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Martin Thiel, CFO of TAG, says: Our strategy is working better than ever: by selectively selling in high-price markets, and then reinvesting the sales proceeds in 'B locations' in Eastern Germany, we are generating attractive returns and cash flows",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Rowan's valuable domain experience in cloud technologies and the contact center market will be a huge benefit to Five9 and we're really fortunate to gain a leader with his experience, talent and vision",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" -- Baidu formed a strategic partnership with Qualcomm to optimize Baidu's voice assistant DuerOS for smartphones on the Qualcomm(R) Snapdragon(TM) Mobile Platform, including the upcoming Snapdragon Mobile Platform",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Although these passing of the batons should be relatively seamless, this does place some transitory uncertainty in regards to strategies, especially around M&A, says RBC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The Rhode Island-based natural food distributor already had Amazon business for its online grocery operations before the deal, but the company is seeking to further serve the e-commerce outlet since the acquisition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Purlucid has an active research and development program and its CEO holds academic positions at multiple Canadian universities where he promotes advanced research in water treatment and environmental engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Brunel professional communities To attract the best talent for our clients we will invest in specialised communities where our (future) employees can find their next exciting job, where they can up-skill themselves to grow their employability in the fast changing world of work and where they can connect with peers",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" While many sales and distribution partners perceive the technological transformation as a problem and the young Fintech companies as the new competitors, we perceive the technology factor to be a great opportunity",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" This news release contains statements about financial and operating performance of TELUS (the Company) and future events that are forward looking, including with respect to the Company's annual targets and guidance and future dividend increases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" -- GAAP net loss for the third fiscal quarter was $million, or $per basic share, and non-GAAP net income was $million, or $per diluted share, an increase of $year-over-year",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
" Leerink suggests the announcement points to an official end to the speculation of a HUM purchase by WMT, while calling it a surprise, given signs that Humana might forge a deeper partnership with Walmart, if not an acquisition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" With its comprehensive expertise in developing new production technologies and related machines, the company contributes substantially to reducing production costs for end products and making them accessible to large groups of buyers the world over",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" But before could come and go, the bank walked back those expectations, saying it couldn't reach its ROA goal until interest rates rise and knocking its ROTCE goal down to 12% because regulations require it to hold onto more capital",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Reynolds and the terms and conditions were approved by the independent members of the Board of Directors and the Compensation Committee under NASDAQ Listing Rule 5635(c)(4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The reported EBIT in the third quarter of amounted to roughly EUR million (previous year: EUR million) and included one-time restructuring expenses totaling EUR million (EUR million of which was attributable to the US plant consolidation) and purchase price allocation effects of around EUR million,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" Additionally, as a result of increased EURs, lower well costs, and land consolidation efforts supporting long lateral drilling, this development plan represents a reduction of wells and approximately $billion in capital through when compared to the prior development plan targeting the same production growth",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" This news could have positive implications for other operators in this space including Tritax Big Box REIT, LondonMetric Property, and AIM-quoted Warehouse REIT, Bell's Russ Mould says",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" After more than years of inclusion in the 30-stock Dow Jones Industrial Average, General Electric will likely be the next to be booted from the Dow, Deutsche Bank analyst John Inch writes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" While we continue to see some effect from the uncertainty surrounding the Affordable Care Act, we are pleased with the continuing investment from our hospital customers as they expand their utilization of our product suite",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" More importantly, the sales volume represents a 57% increase over the number of million units, which was the last full year of production in our former factory in Bilten (Switzerland)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Challenges include a small revenue base of $million in 2016, which can heighten volatility as changes in investment income and net turnover entrance fees more meaningfully affect results",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
" Even though we have had significant challenges, including lower utilization from unseated trucks, a choppy specialized market and the short-term but significant impact of the two hurricanes, we are reiterating our pro forma Adjusted EBITDA target of $million, after giving effect to acquisitions made during 2017",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" On Thursday, the company said it will pay its first dividend since 2010, another sign of the strong resurgence and renewed confidence at a company that was on the brink of financial collapse just four years ago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
" To defend our market share and our margins, we are currently conducting a high-priority development project with the aim of launching a fingerprint sensor with a lower production cost than the present generation of sensors, but whose biometric performance remains high",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 The company intends to use around EUR80 million for the expansion of production capacity for rechargeable lithium-ion microbatteries and around EUR30 million to install a new production line for zinc-air hearing aid microbatteries,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Viacom's (VIAB) cable networks are returning for Suddenlink cable subscribers, thanks to a broad advertising and content distribution deal that Viacom has reached with Altice USA, the owner of Suddenlink",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 We are committed to creating and delivering value to our customers and shareholders of each company while providing new opportunities for growth and development for our talented employees,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" In the American Display business, a combination of product innovations, a refocusing of sales and major customer projects even led to a double-digit increase in revenues",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Looking ahead, we remain focused on capitalizing on growth from new technologies and our Piazza Rosa acquisition as we effectively manage costs and enhance margin performance",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Also vexing is the impact of the government's November demonetization, which took most rupee bills out of circulation in a bid to fight black-market transactions and push more citizens to digital transactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" TransPod's innovative and cost-efficient designs for its hyperloop system make it an important strategic partner in our long-term vision of developing technologies of the future that will make transport greener, safer, and more comfortable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" By the end of the decade, Airbus is committed to start installing what are called deployable recordersdesigned to pop out of an aircraft's tail in a crash -- on the assembly line",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" This position sets the brand apart from other brands touting healthy energy, as its proven and proprietary formula is another level of credibility and innovation within the energy set, a true point of differentiation for consumers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 People expecting the Canadian government to step in to bring a quick end to the strike at Canadian Pacific Railway with back-to-work legislation could be in for a disappointment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The large pile of foreign debt owed by Chinese companies, from state-owned banks to airlines, is giving added impetus to Beijing's efforts to keep the yuan from falling too steeply against the rallying dollar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" During the quarter, we took actions to consolidate selective resources and positions in our healthcare business in order to further improve the performance of our existing delivery capabilities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
 The sequential revenue decline in Q1 as compared with the fourth quarter of stemmed primarily from a previously announced strategic plan to reduce business from lower-margin LCD display drivers in the Standard Products Group,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
" Additionally, Intel Capital announced it has surpassed -- two and a half years ahead of schedule -- its goal to invest $million in startups run by women and underrepresented minorities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 To sign two vastly different customers with very different requirements highlights the Kambi Sportsbook's ability to satisfy a wide spectrum of operators and player segments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Disappointments on Taubman's developments over time have been well documented by us and the Board must rein in the aspirations of Bobby Taubman and focus on superior returns on capital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
